 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOTE: This link is updated weekly. If you download a copy, you will not have the updated version. Bookmark the link instead.

Foreign Nationals UW guidelines added to the very last row of the sheet, MOO GULE removed (discontinued product)",AIG Guaranteed Issue ,"AIG (SIWL)
",American Amicable Senior Choice Immediate,American Amicable Senior Choice Graded,American Amicable Senior Choice Return of Premium,"American Amicable (Family Choice)
","American Amicable (Family Protector Family Plan)
","American Amicable (Senior Choice)
",American Home Life,"American Home Life (GuideStar 0-44)
","American Home Life (GuideStar 45+)
","American Home Life (Patriot Series)
",Baltimore Life,"Cica Life (Superior Choice)
",CFG,Columbian Financial Group Dignified Choice Elite,Columbian Financial Group Dignified Choice Select,Columbian Financial Group Dignified Choice Advantage,"Foresters (Plan Right)
",Foresters Plan Right Preferred,Foresters Plan Right Standard,Foresters Plan Right Basic,Foresters Advantage Plus II,"Great Western
","Guarantee Trust Life (Life Select)
",Lafayette Life,"Liberty Bankers  (Simple Preferred, Standard, or Modified)","Lincoln Heritage
",Lumico,"Mutual of Omaha (Children's Whole Life)
","Mutual of Omaha (Living Promise)
",Mutual of Omaha Living Promise Level,Mutual of Omaha Living Promise Graded,NATIONAL LIFE GROUP ELITE (Non-Smokers only),NATIONAL LIFE GROUP  PREFERRED (Smokers Allowed),NATIONAL LIFE GROUP SELECT (Non-Smokers Only),NATIONAL LIFE GROUP STANDARD (Smokers allowed),Quility Secure Future Preferred,Royal Neighbors Level,Royal Neighbors Graded,"Royal Neighbors (Ensured Legacy FEX)
","Royal Arcanum (SIWL)
","SBLI (Living Legacy)
","Senior Life (Platinum Protection)
",TransAmerica Easy Solution ,TransAmerica Immediate  Solution Preferred,TransAmerica Immediate Solution Standard,Transamerica (FEX Solutions),,Aetna ACCENDO PREFERRED,Aetna ACCENDO STANDARD,Aetna ACCENDO MODIFIED,"Aflac (Final Expense)
",American Continental,GPM,Prosperity New Vista Level,Prosperity New Vista Graded,Prosperity New Vista Modified,"Prosperity (PrimeTerm to 100)
","Prosperity (Vista Premier)
","Lifeshield
","Oxford
","Security National (Loyalty Plan)
",Sentinel,"Trinity Life
",TruStage,,,,,"Americo
",Americo Eagle Premier
DUI (TWO),Y,"If treated within 2 years, Decline
",APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,"If treated within 2 years, Decline
","If treated within 2 years, Decline
","Immediate
",DUI WITHIN 2 YEARS IS MODIFIED ,"If treated within 2 years, Decline
","If treated within 2 years, Graded
","If treated within 2 years, Modified
","If treated within 2 years, Decline
","If treated within 2 years, Guaranteed
","If treated within 3 years, Advantage Graded
","Y IF > 5 YEARS  FOR AGE 18-35, > 3 YEARS FOR AGE 36-85","Y IF > 5 YEARS  FOR AGE 18-35, > 3 YEARS FOR AGE 36-85",Y IF > 3 YEARS FOR AGE 36-85,Preferred,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Y IF > 5 YEARS,Level,Graded,Level,"If treated within 2 years, Modified
",Level,"If treated within 2 years, Level. If ""More than 1 dui conviction in the past 2 years?"" answered ""Yes"" , Standard (Graded)
",Approved,"If treated within 2 years, Level. If ""More than 1 dui conviction in the past 2 years?"" answered ""Yes"" , Graded
",Y IF > 2 YEARS ,Y,Y IF > 5 YEARS ,Y IF > 5 YEARS,Y IF 5 YEARS,Y IF 5 YEARS,NA,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,Application and Underwiting Guidelines Do Not Specify,Preferred,Level,"If treated within 3 years, Modified
",Decline,Y IF > 2 YEARS AGO,Y IF > 4 YEARS AGO,Y IF > 2 YEARS AGO,"If treated within 2 years, Decline. If treated between 2 and 4 years ago, Graded. If treated between 4 and 10 years ago, Standard. If younger than 17, Decline
",,Y IF > 2 YEARS ,Y IF > 2 YEARS ,Y,"If treated within 2 years, Modified
",Y IF > 2 YEARS ,"If treated within 2 years, Level. If ""Driver's license suspended or revoked?"" answered ""Yes"" , Graded
","If treated within 2 years, Level. If ""More than 1 dui conviction in the past 2 years?"" answered ""Yes"" , Modified
",Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,"PrimeTerm to 100
","If treated within 2 years, Level. If ""More than 1 dui conviction in the past 2 years?"" answered ""Yes"" , Modified
",Level,"If treated within 5 years, Decline
",Preferred,"New Vantage I (Level)
",Level,Level,,,,,Level,Application and Underwiting Guidelines Do Not Specify
Emphysema,Y,"If treated within 2 years, SimpliNow Legacy. If paired with tobacco, Decline
",Y IF > 3 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y,"If treated within 3 years, ROP
","If treated within 3 years, ROP
","If treated within 2 years, ROP. If treated between 2 and 3 years ago, Graded
",STANDARD,"If diagnosed within 3 years, Graded
","If treated within 2 years, Graded
","If ""Does the proposed insured use a nebulizer to take any inhaled medication?"" answered ""Yes"" , Decline
","If treated within 2 years, Decline. If treated between 2 and 3 years ago, Special. If paired with tobacco, Decline
",Standard,"Advantage Graded
",Decline,Y,Y,Standard,Decline,Y,Y,Decline,"If treated within 2 years, Graded
",Graded,"If treated within 2 years, Graded
","If paired with tobacco, Modified
","If treated within 2 years, Modified
","If treated within 1 year, Modified
","If treated within 3 years, Decline
",Graded,Decline,Y,Decline,Decline,Decline,Decline,NA,Y IF > 24 MONTHS SINCE TREATMENT AND DIAGNOSIS,Y,"If paired with tobacco, Graded
","If treated within 2 years, Decline
","If treated within 5 years, Standard
","If treated within 5 years, Decline
",Y,Decline,Y,Standard,,Decline,Y,Y,"If ""Does the proposed insured use a nebulizer to take any inhaled medication?"" answered ""Yes"" , Decline
",Decline,"If treated within 2 years, Graded
",Graded,Y,Y,"PrimeTerm to 100
",Graded,"If treated within 2 years, Graded. If paired with tobacco, Decline
","If treated within 3 years, Decline
","If paired with tobacco, Modified
","New Vantage III (Modified). If treated within 5 years, New Vantage II (Graded). If paired with tobacco, New Vantage III (Modified)
",Graded,"If ""If the prospect takes any inhalers for this condition, have the medications or related dosages changed at all in the past 3 years?"" answered ""Yes"" , Modified. If ""Does the proposed insured use a nebulizer to take any inhaled medication?"" answered ""Yes"" , Modified. If diagnosed within 3 years, Modified
",,,,,"Decline
",Decline
Encephalitis,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epilepsy / Seizures,Y,"SimpliNow Legacy Max
",Y IF > 3 YEARS SINCE DIAGNOSIS AND TREATMENT,Y,Y,"If treated within 3 years, ROP
","If treated within 3 years, ROP
","If treated within 3 years, Graded
",PREFERRED ,"If treated within 3 years, Graded
","If ""More than 1 seizure in the past year?"" answered ""Yes"" , Graded
",Preferred,Standard,Standard,Elite,NA,NA,NA,Preferred,Application and Underwiting Guide Do Not Specify,Application and Underwiting Guide Do Not Specify,Application and Underwiting Guide Do Not Specify,Y IF NO COMPLICATIONS AND > 2 YEARS SINCE LAST SEIZURE ,Level,Graded,"If treated within 2 years, Graded
",Standard,Level,Level,"If treated within 3 years, Decline
",Level,Application and Underwiting Guide Do Not Specify,Application and Underwiting Guide Do Not Specify,Y IF NO ATTACK WITHIN LAST YEAR,Y IF NO ATTACK WITHIN LAST YEAR,Y IF NO ATTACK WITHIN LAST YEAR,Y IF NO ATTACK WITHIN LAST YEAR,NA,Y IF > 24 MONTHS SINCE TREATMENT AND DIAGNOSIS,Y,Standard,"If treated within 2 years, Decline
",Preferred,"Platinum Protection
",Y,Decline,Y IF NO MORE THAN 6 SEIZURES IN LAST 2 YEARS ,Preferred,,Application and Underwiting Guide Do Not Specify,Application and Underwiting Guide Do Not Specify,Application and Underwiting Guide Do Not Specify,"Preferred
",Application and Underwiting Guide Do Not Specify,"If treated within 2 years, Level. If treated within 2 years, Graded
",Level,Application and Underwiting Guide Do Not Specify,Application and Underwiting Guide Do Not Specify,"PrimeTerm to 100
",Level,Decline,Level,,"New Vantage I (Level)
",Graded,Level,,,,,Level,Application and Underwiting Guide Do Not Specify
FELONY,Y,"If within 2 years, Decline
",Application and Underwiting Guide Do Not Specify,Application and Underwiting Guide Do Not Specify,Application and Underwiting Guide Do Not Specify,"If within 2 years, Decline
","If within 2 years, Decline
","Immediate
",LEVEL,"If within 2 years, Decline. If ""Currently on parole or probation?"" answered ""Yes"" , Decline
","If within 3 years, Decline. If ""Currently on parole or probation?"" answered ""Yes"" , Decline
",Preferred,"If within 1 year, Decline
","If within 2 years, Guaranteed
","If within 3 years, Advantage Graded
",Y IF > 3 YEARS ,Y IF > 3 YEARS ,Y,Preferred,Application and Underwiting Guide Do Not Specify,Application and Underwiting Guide Do Not Specify,Application and Underwiting Guide Do Not Specify,Decline,Level,Graded,Level,"If within 2 years, Modified. If ""Currently on parole or probation?"" answered ""Yes"" , Modified
",Level,"If within 2 years, Standard (Graded)
",Approved,"If within 2 years, Graded
","Y IF > 2 YEARS, awaiting trial = decline",Y,Decline,Decline,Decline,Decline,NA,Application and Underwiting Guide Do Not Specify,Application and Underwiting Guide Do Not Specify,"Guaranteed Issue
",Level,"If within 5 years, Decline
",Decline,Y IF > 2 YEARS SINCE CONVICTION (AWAITING TRIAL = DECLINE),Y IF > 2 YEARS SINCE CONVICTION (AWAITING TRIAL = DECLINE),Y IF > 2 YEARS SINCE CONVICTION (AWAITING TRIAL = DECLINE),"If within 3 years, Decline. If between 3 and 5 years ago, Graded. If between 5 and 10 years ago, Standard. If younger than 17, Decline
",,Application and underwriting guide does not specify,Application and underwriting guide does not specify,Application and underwriting guide does not specify,"Preferred
",Application and underwriting guide does not specify,"If within 5 years, Decline. If ""Currently on parole or probation?"" answered ""Yes"" , Decline
",Level,Application and Underwiting Guide Do Not Specify,Application and Underwiting Guide Do Not Specify,"PrimeTerm to 100
",Level,Level,"If within 5 years, Decline. If ""Currently on parole or probation?"" answered ""Yes"" , Decline
",Preferred,"New Vantage I (Level)
",Level,Level,,,,,Level,Application and Underwiting Guide Do Not Specify
Fibromyalgia,Y,"SimpliNow Legacy Max
",APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,"Immediate
","Immediate
","Immediate
",,Level,Level,Preferred,Standard,Standard,Elite,NA,NA,NA,Preferred,Application and Underwiting Guide Do Not Specify,Application and Underwiting Guide Do Not Specify,Application and Underwiting Guide Do Not Specify,Y IF NO DEPRESSION AND WORKING FULL TIME,Level,Graded,Level,Preferred,Level,Level,Approved,Level,Application and Underwiting Guide Do Not Specify,Application and Underwiting Guide Do Not Specify,Y,Y,Y,Y,NA,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Preferred,Level,Preferred,"Platinum Protection
",Application and Underwiting Guide Do Not Specify,Application and Underwiting Guide Do Not Specify,Application and Underwiting Guide Do Not Specify,Preferred,,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Preferred,Application and Underwiting Guidelines Do Not Specify,Level,Level,Application and Underwiting Guide Do Not Specify,Application and underwriting guide does not specify,"PrimeTerm to 100
",Level,Level,Level,Preferred,"New Vantage I (Level)
",Level,Level,,,,,Level,Application and Underwiting Guide Do Not Specify
Foreign Nationals UW Guidelines,Call Underwriting,NA,"Provide ITIN* (Individual Tax Identi
fication Number) and a Copy of Permanent Residence Card (Green Card) or Copy of Visa (Non-Immigrant Work Visa or Immigrant Visa)","Provide ITIN* (Individual Tax Identi
fication Number) and a Copy of Permanent Residence Card (Green Card) or Copy of Visa (Non-Immigrant Work Visa or Immigrant Visa)","Provide ITIN* (Individual Tax Identi
fication Number) and a Copy of Permanent Residence Card (Green Card) or Copy of Visa (Non-Immigrant Work Visa or Immigrant Visa)",,,NA,,,,NA,NA,NA,,"Y, IF HAS AN ITIN NUMBER","Y, IF HAS AN ITIN NUMBER","Y, IF HAS AN ITIN NUMBER",NA,"Y IF PERMANENT RESIDENT (GREEN CARD HOLDER),OR HAS ONE OF THE ACCEPTABLE VISAS: E1, E2, E3
G1, G2, G3, G4
H-1B, H-2A, H-2B, H-3, H4
J1, J2
K1, K3
L-1A, L-1B, L2
O1, O3
P1, P2, P3, P4, R1, TN ","Y IF PERMANENT RESIDENT (GREEN CARD HOLDER),OR HAS ONE OF THE ACCEPTABLE VISAS: E1, E2, E3
G1, G2, G3, G4
H-1B, H-2A, H-2B, H-3, H4
J1, J2
K1, K3
L-1A, L-1B, L2
O1, O3
P1, P2, P3, P4, R1, TN ","Y IF PERMANENT RESIDENT (GREEN CARD HOLDER),OR HAS ONE OF THE ACCEPTABLE VISAS: E1, E2, E3
G1, G2, G3, G4
H-1B, H-2A, H-2B, H-3, H4
J1, J2
K1, K3
L-1A, L-1B, L2
O1, O3
P1, P2, P3, P4, R1, TN ","Y IF PERMANENT RESIDENT (GREEN CARD HOLDER),OR HAS ONE OF THE ACCEPTABLE VISAS: E1, E2, E3
G1, G2, G3, G4
H-1B, H-2A, H-2B, H-3, H4
J1, J2
K1, K3
L-1A, L-1B, L2
O1, O3
P1, P2, P3, P4, R1, TN ",,GRADED,NA,NA,NA,NA,NA,NA,"Y IF PERMANENT RESIDENT (GREEN CARD HOLDER),OR HAS ONE OF THE ACCEPTABLE VISAS: E-1, E-2,
H-1B, H-4, L-1, L-2 ","Y IF PERMANENT RESIDENT (GREEN CARD HOLDER),OR HAS ONE OF THE ACCEPTABLE VISAS: E-1, E-2,
H-1B, H-4, L-1, L-2 ","Y, IF HAS AN ITIN NUMBER","Y, IF HAS AN ITIN NUMBER","Y, IF HAS AN ITIN NUMBER","Y, IF HAS AN ITIN NUMBER",NA,Call Underwriting,Call Underwriting,NA,NA,NA,NA,NA,NA,NA,NA,,Decline,Decline,Decline,,Decline,,,Y IF PERMANENT RESIDENT (GREEN CARD HOLDER),Y IF PERMANENT RESIDENT (GREEN CARD HOLDER),,,,,,,,,,,,,,Y IF PERMANENT RESIDENT (GREEN CARD HOLDER)
Heart Attack,Y,"If within 6 months, Decline. If between 6 months and 2 years ago, SimpliNow Legacy. If paired with tobacco, Decline
",Y IF > 3 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y,Decline,Decline,"If within 2 years, ROP. If between 2 and 3 years ago, Graded
","WITHIN 1 YEAR IS MODIFIED. 12-24 MONTHS IS STANDARD. OVER 2
YEARS IS LEVEL",Decline,"If within 2 years, Graded
","If within 1 year, Modified. If between 1 and 2 years ago, Standard
","If within 2 years, Decline. If between 2 and 3 years ago, Special
",Standard,"If within 6 months, Decline. If between 6 months and 2 years ago, Advantage Graded
",Y IF > 2 YEARS,Y IF > 2 YEARS,Y IF > 6 MONTHS,"If within 1 year, Basic. If between 1 and 2 years ago, Standard
",Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF  > 1 YEAR SINCE DIAGNOSIS AND TREATMENT,Y,Decline,"If within 2 years, Graded
",Graded,"If within 2 years, Graded
","If within 2 years, Modified","If within 2 years, Modified","If within 1 year, Modified. If between 1 and 2 years ago, Standard (Graded)
",Decline,"If within 1 year, Decline. If between 1 and 2 years ago, Graded
",Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 1 YEAR SINCE DIAGNOSIS AND TREATMENT,Decline,Decline,"Y DEPENDS ON AGE / SEVERITY, CONTACT UW FOR MORE INFORMATION","Y DEPENDS ON AGE / SEVERITY, CONTACT UW FOR MORE INFORMATION",NA,Y IF > 2 YEARS ,Y,"If within 2 years, Graded. If between 2 and 10 years ago, Standard
","If within 2 years, Decline
","If within 2 years, Modified
","If within 5 years, Decline
",Y,Y IF > 2 YEARS AND > AGE 45 AT OCCURRENCE ,Y IF > 1 YEAR AND > AGE 45 AT OCCURRENCE,Preferred,,Y IF > 2 YEARS,Y IF > 1 YEAR,Y,"If within 1 year, Modified. If between 1 and 2 years ago, Standard
",Y IF > 2 YEARS,"If within 2 years, Graded
","If within 2 years, Modified
",Y IF >2 years ,Y,"If within 2 years, Decline
","If within 2 years, Modified
","If within 1 year, Decline. If between 1 and 2 years ago, Graded
","If within 3 years, Decline
","If within 2 years, Modified
","If within 2 years, New Vantage III (Modified). If between 2 and 5 years ago, New Vantage II (Graded)
","If within 1 year, Decline. If between 1 and 2 years ago, Graded
","If within 2 years, Modified
",,,,,"If within 1 year, Decline
",Y IF > 1 YEAR SINCE DIAGNOSIS AND TREATMENT
Heart Blockage,Y,"SimpliNow Legacy Max
",APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,"If treated within 3 years, ROP
","If treated within 3 years, ROP
","Immediate
",,"If treated within 3 years, Graded
",Level,Preferred,Standard,Standard,Elite,NA,NA,NA,Preferred,Application and underwriting guide does not specify,Application and underwriting guide does not specify,Application and underwriting guide does not specify,Decline,"If treated within 2 years, Graded
",Graded,"If treated within 2 years, Graded
",Standard,"If treated within 2 years, Modified
","If treated within 1 year, Modified. If treated between 1 and 2 years ago, Standard (Graded)
","If treated within 3 years, Decline
",Level,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 1 YEAR SINCE DIAGNOSIS AND TREATMENT,Decline,Decline,UW GUIDE DOES NOT SPECIFY,UW GUIDE DOES NOT SPECIFY,NA,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,"If diagnosed within 2 years, Graded. If diagnosed between 2 and 10 years ago, Standard
","If treated within 2 years, Decline
",Preferred,"If treated within 5 years, Decline
",APPLICATION / UNDERWRITING GUIDE DOES NOT SPECIFY,APPLICATION / UNDERWRITING GUIDE DOES NOT SPECIFY,APPLICATION / UNDERWRITING GUIDE DOES NOT SPECIFY,Preferred,,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,"Preferred
",Application and Underwiting Guidelines Do Not Specify,"If treated within 2 years, Graded
",Level,Application and underwriting guide does not specify,Application and underwriting guide does not specify,"PrimeTerm to 100
",Level,Level,Level,"If treated within 2 years, Modified
","If treated within 5 years, New Vantage II (Graded)
",Level,Level,,,,,"If treated within 1 year, Decline
",Y IF > 1 YEAR SINCE DIAGNOSIS AND TREATMENT
"Heart Failure (Left or right, NOT congestive)",Y,NA,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,Decline,Decline,Decline,Decline,,Graded,NA,NA,,NA,NA,NA,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 1 YEAR SINCE DIAGNOSIS AND TREATMENT,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,NA,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,NA,NA,NA,NA,NA,NA,NA,NA,,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT ,Y IF > 1 YEAR SINCE DIAGNOSIS AND TREATMENT,Y,,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT ,,,Application and underwriting guide does not specify,Application and underwriting guide does not specify,,,,,,,,,,,,,,Y IF > 1 YEAR SINCE DIAGNOSIS AND TREATMENT
Heart Murmur (No symptoms),Y,NA,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,Application and underwriting guide does not specify,Application and underwriting guide does not specify,Application and underwriting guide does not specify,Y,,NA,NA,NA,,NA,NA,NA,Application and underwriting guide does not specify,Application and underwriting guide does not specify,NA,NA,NA,NA,NA,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,NA,NA,NA,NA,NA,NA,NA,NA,,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,,Application and Underwiting Guidelines Do Not Specify,,,Application and underwriting guide does not specify,Application and underwriting guide does not specify,,,,,,,,,,,,,,Application and Underwiting Guide Do Not Specify
Heart Murmur (With Symptoms or treatment),Y,NA,Application and underwriting guide does not specify,Application and underwriting guide does not specify,Application and underwriting guide does not specify,,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,Application and underwriting guide does not specify,Application and underwriting guide does not specify,Application and underwriting guide does not specify,Decline,,NA,NA,NA,,NA,NA,NA,Application and underwriting guide does not specify,Application and underwriting guide does not specify,NA,NA,NA,NA,NA,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,NA,NA,NA,NA,NA,NA,NA,NA,,Application and underwriting guide does not specify,Application and underwriting guide does not specify,Application and underwriting guide does not specify,,Application and underwriting guide does not specify,,,Application and underwriting guide does not specify,Application and underwriting guide does not specify,,,,,,,,,,,,,,Application and Underwiting Guide Do Not Specify
Heart Surgery / Procedure,Y,"If performed within 6 months, Decline. If paired with tobacco, SimpliNow Legacy
",Y IF > 3 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y,Decline,Decline,"If performed within 2 years, ROP. If performed between 2 and 3 years ago, Graded
","WITHIN 1 YEAR IS MODIFIED/12-24 MONTHS IS STANDARD/OVER 2
YEARS IS LEVEL",Decline,"If performed within 2 years, Graded. If ""Was the surgery to implant a defibrillator?"" answered ""Yes"" , Decline
","If performed within 1 year, Modified. If performed between 1 and 2 years ago, Standard
","If performed within 2 years, Decline. If performed between 2 and 3 years ago, Special
",Standard,"If performed within 2 years, Advantage Graded. If ""Was the surgery to implant a defibrillator?"" answered ""Yes"" , Decline
",Y IF > 2 YEARS,Y IF > 2 YEARS,Y,"If performed within 1 year, Basic. If performed between 1 and 2 years ago, Standard
",Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF  > 1 YEAR SINCE DIAGNOSIS AND TREATMENT,Y,Decline,"If performed within 2 years, Graded
",NA,"If performed within 2 years, Graded
","If performed within 2 years, Modified. If ""Was the surgery to implant a defibrillator?"" answered ""Yes"" , Decline
","If performed within 2 years, Modified
","If performed within 1 year, Modified. If performed between 1 and 2 years ago, Standard (Graded). If ""Was the surgery to implant a defibrillator?"" answered ""Yes"" , Modified
",Decline,"If performed within 1 year, Decline. If performed between 1 and 2 years ago, Graded
",Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 1 YEAR SINCE DIAGNOSIS AND TREATMENT,Decline,Decline,Decline,Decline,NA,"Y IF > 2 YEARS SINCE TREATMENT, DIAGNOSIS AND PROCEDURE","Y IF > 18 MONTHS SINCE TREATMENT, DIAGNOSIS AND PROCEDURE","If performed within 2 years, Graded. If performed between 2 and 10 years ago, Standard
","If performed within 2 years, Decline
","If performed within 2 years, Modified
","If performed within 5 years, Decline
",APPLICATION / UNDERWRITING GUIDE DOES NOT SPECIFY,"APPLICATION / UNDERWRITING GUIDE DOES NOT SPECIFY, CHECK UNDERLYING CONDITION ",APPLICATION / UNDERWRITING GUIDE DOES NOT SPECIFY,"If younger than 17, Decline
",,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT ,Y IF > 1 YEAR SINCE DIAGNOSIS AND TREATMENT ,Y,"If performed within 1 year, Modified. If performed between 1 and 2 years ago, Standard
",Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT ,"If performed within 2 years, Graded
","If performed within 2 years, Modified
",Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y,"If performed within 2 years, Decline
","If performed within 2 years, Modified
","If performed within 1 year, Decline. If performed between 1 and 2 years ago, Graded. If ""Was the surgery to implant a defibrillator?"" answered ""Yes"" , Decline
","If performed within 3 years, Decline
","If performed within 2 years, Modified
","If performed within 2 years, New Vantage III (Modified). If performed between 2 and 5 years ago, New Vantage II (Graded)
","If performed within 1 year, Decline. If performed between 1 and 2 years ago, Graded
","If performed within 2 years, Modified
",,,,,"If performed within 1 year, Decline. If ""Was the surgery to implant a defibrillator?"" answered ""Yes"" , Decline
",Y IF > 1 YEAR SINCE TREATMENT AND NO DEFIBRILLATOR 
Heart Valve Disease / Disorder ,Y,NA,Application and underwriting guide does not specify,Application and underwriting guide does not specify,Application and underwriting guide does not specify,,,NA,"WITHIN 1 YEAR IS MODIFIED/12-24 MONTHS IS STANDARD/OVER 2
YEARS IS LEVEL",,,NA,NA,NA,,NA,NA,NA,NA,Application and underwriting guide does not specify,Application and underwriting guide does not specify,Application and underwriting guide does not specify,Decline,,"If performed within 2 years, Graded. If ""Was the surgery to implant a defibrillator?"" answered ""Yes"" , Decline
",NA,WITHIN 2 YEARS MODIFIED/OVER 2 YEARS PREFERRED,,NA,NA,NA,Application and underwriting guide does not specify,Application and underwriting guide does not specify,Decline,Decline,Decline,Decline,NA,Application and underwriting guide does not specify,Application and underwriting guide does not specify,NA,NA,NA,NA,NA,NA,NA,NA,,Application and underwriting guide does not specify,Application and underwriting guide does not specify,Application and underwriting guide does not specify,,Application and underwriting guide does not specify,,,Application and underwriting guide does not specify,Application and underwriting guide does not specify,,,,,,,,,,,,,,Y IF > 1 YEAR SINCE DIAGNOSIS AND TREATMENT
